group,ligand_id,system,mode,affinity_kcal_mol,rmsd_lb,rmsd_ub,min_distance_to_key_residues_A,n_contacted_key_residues_4A,contacted_key_residues_4A,n_near_key_residues_6A,near_key_residues_6A,n_contacted_chains_4A,n_near_chains_6A,composite_score,pose_file
candidate,7.3,40chol,4,-4.842,2.984,6.281,1.971,2,TYR13_chainA;VAL17_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.651,C:\TRKB_WP2\docking\results_batch\40chol\7.3_40chol_out.pdbqt
candidate,7.3,40chol,5,-4.777,3.013,5.503,2.458,2,TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,1,2,13.64,C:\TRKB_WP2\docking\results_batch\40chol\7.3_40chol_out.pdbqt
candidate,7.3,40chol,6,-4.596,2.073,2.854,2.351,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.291,C:\TRKB_WP2\docking\results_batch\40chol\7.3_40chol_out.pdbqt
candidate,7.3,40chol,7,-4.503,3.037,4.715,2.227,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.435,C:\TRKB_WP2\docking\results_batch\40chol\7.3_40chol_out.pdbqt
candidate,7.3,40chol,8,-4.43,2.171,3.275,2.49,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.083,C:\TRKB_WP2\docking\results_batch\40chol\7.3_40chol_out.pdbqt
candidate,7.3,40chol,9,-4.419,13.541,14.804,2.467,3,SER20_chainA;TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,2,2,14.079,C:\TRKB_WP2\docking\results_batch\40chol\7.3_40chol_out.pdbqt
candidate,7.3,40chol,10,-4.418,13.657,14.586,2.752,2,TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,1,2,11.992,C:\TRKB_WP2\docking\results_batch\40chol\7.3_40chol_out.pdbqt
candidate,7.4,40chol,1,-5.463,0.0,0.0,2.27,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.182,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,7.4,40chol,2,-5.396,2.937,4.592,2.182,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.741,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,7.4,40chol,3,-5.328,1.73,2.167,2.519,2,TYR13_chainA;VAL17_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.972,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,7.4,40chol,4,-5.253,2.989,4.734,2.633,1,TYR13_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.063,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,7.4,40chol,5,-5.224,2.944,5.547,2.823,1,TYR13_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,12.577,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,7.4,40chol,6,-5.187,2.234,3.094,2.336,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.286,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,7.4,40chol,7,-4.964,2.408,3.563,2.345,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.061,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,7.4,40chol,8,-4.935,3.146,5.913,2.853,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.079,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,7.4,40chol,9,-4.896,4.263,5.853,2.215,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.832,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,7.4,40chol,10,-4.83,3.27,6.076,2.325,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.732,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,8.1,40chol,1,-5.857,0.0,0.0,2.899,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.587,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.1,40chol,2,-5.452,1.593,2.347,3.127,1,TYR13_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.714,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.1,40chol,3,-5.395,1.835,5.695,2.728,2,TYR13_chainA;VAL17_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.977,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.1,40chol,4,-5.375,1.763,5.986,2.807,2,TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,1,2,14.133,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.1,40chol,5,-5.215,4.513,8.828,2.193,2,SER20_chainB;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.357,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.1,40chol,6,-5.185,1.367,2.374,2.486,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,15.439,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.1,40chol,7,-5.06,1.916,5.055,2.279,2,TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,1,2,13.976,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.1,40chol,8,-5.049,1.689,3.025,2.53,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.29,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.1,40chol,9,-5.035,1.847,5.74,2.513,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.281,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.1,40chol,10,-4.97,13.299,14.49,2.727,2,TYR13_chainB;VAL17_chainB,2,TYR13_chainB;VAL17_chainB,1,1,10.952,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.2,40chol,1,-5.742,0.0,0.0,2.909,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.869,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.2,40chol,2,-5.498,1.74,5.571,2.526,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.14,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.2,40chol,3,-5.473,1.95,5.768,2.528,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.715,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.2,40chol,4,-5.377,1.468,2.229,2.751,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.552,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.2,40chol,5,-5.341,1.756,5.9,2.771,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.11,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.2,40chol,6,-5.334,1.811,5.554,2.74,2,TYR13_chainA;VAL17_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.912,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.2,40chol,7,-5.268,1.899,5.694,2.514,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.514,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.2,40chol,8,-5.203,1.777,4.719,2.802,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.762,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.2,40chol,9,-5.064,1.911,3.146,2.528,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.906,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.2,40chol,10,-5.044,13.457,14.584,2.579,2,TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,1,2,12.67,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.3,40chol,1,-5.486,0.0,0.0,2.601,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.706,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.3,40chol,2,-5.433,2.489,4.985,2.853,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.577,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.3,40chol,3,-5.338,1.064,2.756,2.898,1,TYR13_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.669,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.3,40chol,4,-5.275,1.63,2.515,2.156,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.628,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.3,40chol,5,-5.236,2.255,5.868,2.601,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.056,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.3,40chol,6,-5.16,2.157,5.942,2.167,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.51,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.3,40chol,7,-5.109,1.521,2.96,2.444,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.176,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.3,40chol,8,-4.961,3.393,6.292,2.842,1,TYR13_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.108,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.3,40chol,9,-4.76,2.033,6.043,2.323,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.063,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.3,40chol,10,-4.742,13.663,15.158,2.671,2,TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,1,2,12.341,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.4,40chol,1,-5.894,0.0,0.0,1.884,1,TYR13_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.929,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,8.4,40chol,2,-5.812,1.856,3.249,2.14,2,TYR13_chainA;VAL17_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.57,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,8.4,40chol,3,-5.659,2.756,5.816,2.63,2,TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,1,2,14.47,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,8.4,40chol,4,-5.51,2.836,5.033,2.676,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.707,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,8.4,40chol,5,-5.279,1.579,2.847,2.561,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.311,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,8.4,40chol,6,-5.268,3.512,6.545,2.576,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.495,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,8.4,40chol,7,-5.179,15.524,17.71,2.335,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.079,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,8.4,40chol,8,-5.166,2.884,5.996,3.081,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.242,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,8.4,40chol,9,-5.056,3.478,6.305,2.676,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.253,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,8.4,40chol,10,-5.029,3.213,5.897,3.049,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.114,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,9.1,40chol,1,-5.486,0.0,0.0,2.716,1,TYR13_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.671,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.1,40chol,2,-5.432,1.969,5.585,2.494,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.484,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.1,40chol,3,-5.399,1.473,2.005,3.096,2,TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,1,2,14.07,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.1,40chol,4,-5.291,1.593,2.42,2.721,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,14.875,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.1,40chol,5,-5.141,2.178,5.752,2.555,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.975,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.1,40chol,6,-4.897,2.356,6.053,2.313,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.603,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.1,40chol,7,-4.834,1.913,3.799,2.773,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.002,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.1,40chol,8,-4.819,15.288,17.658,2.706,2,SER20_chainA;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,14.807,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.1,40chol,9,-4.806,2.972,4.825,2.595,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,15.027,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.1,40chol,10,-4.649,2.591,4.072,2.469,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.908,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.2,40chol,1,-5.53,0.0,0.0,2.937,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.049,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
candidate,9.2,40chol,2,-5.429,2.014,5.754,2.948,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.145,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
candidate,9.2,40chol,3,-5.365,1.957,5.335,2.343,2,TYR13_chainA;VAL17_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.062,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
candidate,9.2,40chol,4,-5.346,1.966,5.427,2.454,2,TYR13_chainA;VAL17_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,13.01,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
candidate,9.2,40chol,5,-5.344,2.342,5.214,2.545,1,TYR13_chainA,3,TYR13_chainA;TYR13_chainB;VAL17_chainA,1,2,12.18,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
candidate,9.2,40chol,6,-5.075,3.0,5.829,2.437,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.144,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
candidate,9.2,40chol,7,-5.024,2.227,5.549,2.441,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.092,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
candidate,9.2,40chol,8,-4.946,1.712,5.788,2.54,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.984,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
candidate,9.2,40chol,9,-4.914,3.034,4.617,2.291,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,15.227,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
candidate,9.2,40chol,10,-4.909,1.736,5.407,2.761,1,TYR13_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,11.681,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
reference,CPZ,20chol,1,-4.93,0.0,0.0,2.545,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.966,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,CPZ,20chol,2,-4.908,1.51,2.431,2.556,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.541,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,CPZ,20chol,3,-4.735,14.67,16.767,2.688,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.529,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,CPZ,20chol,4,-4.6,3.017,5.699,2.794,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.562,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,CPZ,20chol,5,-4.593,3.124,6.316,2.714,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.579,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,CPZ,20chol,6,-4.54,2.142,2.834,2.612,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,12.756,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,CPZ,20chol,7,-4.51,14.618,16.912,2.605,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.329,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,CPZ,20chol,8,-4.404,9.271,12.064,2.262,2,SER20_chainB;VAL17_chainA,2,SER20_chainB;VAL17_chainA,2,2,12.725,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,CPZ,20chol,9,-4.288,14.393,15.727,2.667,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,14.488,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,CPZ,20chol,10,-4.258,3.289,5.271,2.871,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,11.797,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,DPH,20chol,1,-5.095,0.0,0.0,2.627,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.307,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,DPH,20chol,2,-5.001,0.746,1.927,2.706,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.189,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,DPH,20chol,3,-4.892,1.335,2.164,2.661,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.494,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,DPH,20chol,4,-4.746,0.998,4.461,2.195,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.488,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,DPH,20chol,5,-4.706,12.377,14.099,1.669,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.805,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,DPH,20chol,6,-4.695,12.448,14.224,1.702,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.784,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,DPH,20chol,7,-4.64,1.192,4.561,2.528,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.282,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,DPH,20chol,8,-4.624,2.594,4.966,2.416,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,14.899,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,DPH,20chol,9,-4.614,1.592,2.608,2.518,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.259,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,DPH,20chol,10,-4.587,2.95,6.095,2.109,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.354,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,FLX_R,20chol,1,-5.763,0.0,0.0,2.092,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.535,C:\TRKB_WP2\docking\reference\results\20chol\FLX_R_20chol_out.pdbqt
reference,FLX_R,20chol,2,-5.663,4.332,7.905,1.834,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.513,C:\TRKB_WP2\docking\reference\results\20chol\FLX_R_20chol_out.pdbqt
reference,FLX_R,20chol,3,-5.364,1.59,2.173,2.568,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.594,C:\TRKB_WP2\docking\reference\results\20chol\FLX_R_20chol_out.pdbqt
reference,FLX_R,20chol,4,-5.361,4.274,7.713,2.159,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.513,C:\TRKB_WP2\docking\reference\results\20chol\FLX_R_20chol_out.pdbqt
reference,FLX_R,20chol,5,-5.32,5.038,7.497,1.9,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.35,C:\TRKB_WP2\docking\reference\results\20chol\FLX_R_20chol_out.pdbqt
reference,FLX_R,20chol,6,-5.047,13.653,15.803,2.402,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.326,C:\TRKB_WP2\docking\reference\results\20chol\FLX_R_20chol_out.pdbqt
